workout;4.6099999999999985;30
sleep;4.189285714285714;28
sounds;4.345833333333333;24
bike;4.252631578947369;19
diet;4.173333333333333;15
keep;4.483333333333334;6
trainer;4.3625;16
fitness;4.310714285714284;28
coach;4.327272727272727;11
weight;4.405263157894737;19
loss;4.4363636363636365;11
community;4.36;10
workouts;4.40625;16
fat;4.4125000000000005;8
walking;4.385714285714285;7
personal;4.318181818181818;11
map;4.283333333333333;30
ride;4.4;6
7;4.4;12
minute;4.109999999999999;10
challenge;4.388888888888889;18
relax;4.490909090909091;11
meditation;4.5125;16
yoga;4.446666666666666;15
pregnancy;4.622222222222224;9
period;4.67;10
ovulation;4.622222222222222;9
calendar;4.366666666666666;30
glow;4.466666666666666;6
walk;4.488888888888889;9
runtastic;4.366666666666667;6
diary;4.364285714285713;14
timer;4.028571428571429;7
white;4.376470588235294;17
noise;4.511111111111111;9
apartments;4.299999999999999;7
rentals;3.9899999999999993;10
apartment;4.155555555555555;9
house;4.050000000000001;18
rent;4.1357142857142835;14
an;4.445454545454546;11
property;4.133333333333334;6
gold;4.199999999999998;16
keyboard;4.36551724137931;58
theme;4.324242424242424;99
rental;4.25;16
living;4.5;6
smart;3.7045454545454533;44
estate;4.18125;16
buy,;3.983333333333334;6
security;4.472413793103449;29
homes;4.3;8
decorating;4.0125;8
finder;4.255000000000001;20
installer;4.283333333333334;6
cool;4.428571428571429;7
ringtones;4.4350000000000005;20
wifi;4.1030303030303035;33
helper;4.257142857142856;7
easy;4.316666666666665;30
zenui;4.533333333333333;6
am;4.06969696969697;33
next;4.225;12
anime;4.281818181818181;11
super;4.2340909090909085;44
simulator;4.072631578947367;95
h;4.099999999999999;12
pack;4.506060606060607;33
family;4.194999999999999;20
w;3.8600000000000003;10
official;4.4366666666666665;30
widget;4.248000000000001;25
cards;4.33;10
big;4.371428571428573;7
days;4.616666666666666;12
events;4.081250000000001;16
fashion;4.211538461538462;26
journal;4.409090909090909;11
zombie;4.335135135135136;37
hunter;4.2368421052631575;19
king;4.041666666666665;24
jump;4.316666666666667;18
pixel;4.477419354838709;31
3d;4.200000000000002;109
farm;4.357142857142856;7
fruit;4.477777777777778;9
party;3.6428571428571432;7
time;4.270967741935483;31
mad;4.285714285714286;7
2;4.323404255319151;94
hill;4.455555555555556;9
dash;4.44375;16
offroad;4.199999999999999;19
mlb;4.177777777777779;9
sports;4.201694915254237;59
ice;4.357142857142858;7
crush;4.393333333333332;15
adventure;4.357142857142855;21
legends;4.42;10
dino;4.090909090909092;11
war:;4.283333333333332;6
dark;4.538461538461538;13
war;4.247826086956523;23
interactive;3.933333333333334;9
dungeon;4.244444444444444;9
epic;4.333333333333333;6
action;3.9428571428571426;14
rpg;4.311764705882354;17
jewels;4.437499999999999;8
royale;4.484210526315789;19
bubble;4.40909090909091;22
shooter;4.359259259259259;27
match;4.37;20
3;4.219565217391303;46
preschool;4.257142857142856;7
apps;4.216666666666667;18
toy;4.4;8
pop;4.42;10
candy;4.3083333333333345;24
story;4.334999999999999;20
animals;4.283333333333334;6
puzzles;4.3999999999999995;9
draw;4.14;25
princess;4.276923076923076;13
educational;4.388888888888889;9
drawing;4.333333333333333;9
age;4.3428571428571425;7
panda;4.219047619047621;21
restaurant;4.218181818181818;11
abc;4.128571428571429;7
crime;4.166666666666667;15
island;3.8714285714285714;7
clicker;4.2;6
little;4.209090909090907;22
run;4.328947368421053;38
town;4.1400000000000015;10
city;4.248717948717949;39
building;4.4714285714285715;7
rescue;4.155555555555556;9
ball;4.4437500000000005;16
fire;4.411111111111111;9
touch;4.155555555555556;9
mini;4.3083333333333345;24
race;4.223076923076923;13
doctor;4.029729729729729;37
cute;4.3999999999999995;12
pet;4.327777777777779;18
earth;3.983333333333333;6
sago;4.4714285714285715;7
friends;4.20909090909091;22
style;4.315000000000001;20
pony;4.188888888888888;9
card;4.023529411764706;17
wars;4.370588235294116;17
drug;4.133333333333333;6
calculator;4.317708333333332;96
blood;4.209090909090907;44
made;4.523076923076922;13
just;3.555555555555555;9
you;4.464285714285714;14
anatomy;4.329411764705882;17
atlas;4.55;6
social;4.158823529411765;17
pro;4.203550295857983;169
sticker;4.25;8
images;4.425;8
local;4.199999999999999;25
public;4.0625;8
stickers;4.314285714285714;7
gif;4.466666666666667;9
locator;4.200000000000001;6
rewards;4.199999999999999;13
extreme;4.179999999999999;10
coupon;3.976923076923078;13
key;4.316666666666666;6
coupons,;4.428571428571428;7
deals;4.372727272727271;44
cash;4.509090909090909;11
back;4.312500000000001;8
at;4.21777777777778;45
package;4.314285714285715;7
daily;4.277777777777779;36
receipts;4.5;6
gifts;4.416666666666667;6
quick;4.330000000000001;10
frames;4.457142857142856;7
camera,;4.371428571428572;7
night;4.155555555555557;9
dslr;3.8428571428571425;7
ultra;4.242857142857142;7
cat;4.309090909090909;11
face;4.1722222222222225;18
selfie,;4.349999999999999;6
smarter;4.45;6
mega;4.275;8
samsung;4.172222222222222;18
#1;4.050000000000001;12
collage;4.411111111111114;27
maker;4.285964912280701;57
bbc;4.1625;8
sport;4.085714285714286;7
foot;4.333333333333333;6
news,;4.395238095238097;42
top;3.730769230769231;13
score;4.183333333333334;6
speed;4.39047619047619;21
cbs;4.176923076923076;13
fantasy;4.2;33
golf;4.3578947368421055;19
channel;4.2124999999999995;8
tour;3.8166666666666664;6
open;4.28181818181818;11
tennis;4.318181818181819;11
yahoo;4.323076923076924;13
scores,;4.377272727272726;22
highlights;4.433333333333333;9
travel;4.2592592592592595;27
organizer;4.142857142857143;7
plan;3.9500000000000006;6
cheap;4.4;7
hotels;4.358333333333335;24
pool;4.459999999999999;10
discount;3.9555555555555557;9
navigation;4.31904761904762;21
radar;4.276923076923078;13
train;4.209999999999999;10
flights;4.286956521739131;23
hotels,;4.2625;8
airlines;3.6999999999999997;8
hotel;4.337500000000001;16
better;4.36;10
discounts;4.362500000000001;8
flight;4.023076923076923;13
moto;3.8624999999999994;16
alarm;4.2714285714285705;14
clock;4.169565217391306;23
(free);3.6799999999999997;10
converter;4.388888888888889;9
vpn;4.328571428571428;28
premium;4.295454545454546;22
network;4.005263157894737;19
info;4.127777777777778;18
360;4.366666666666666;6
lock;4.2857142857142865;28
screen;4.142222222222224;45
launcher;4.370512820512824;78
birds;4.3909090909090915;22
led;4.135714285714285;14
wallpaper;4.275999999999999;50
neon;4.344444444444445;9
blue;4.199999999999999;10
heart;4.208333333333334;12
pink;4.214285714285714;7
beautiful;4.05;8
widgets;4.050000000000001;8
beach;4.179999999999999;10
emoji;4.331249999999999;16
power;4.381818181818181;11
booster;4.46;15
cleaner;4.463636363636364;11
do;4.2629629629629635;27
explorer;4.2294117647058815;17
classic;4.327272727272728;33
file;4.190566037735848;53
notepad;4.391666666666667;12
note;4.3;7
:;4.222368421052629;76
notes;4.489473684210526;19
today;4.255555555555556;9
2017;4.292307692307693;13
to-do;4.405882352941177;17
amazon;4.210000000000001;10
storage;3.8499999999999996;6
sharing;4.311111111111111;9
taxi;3.8818181818181823;11
monitor;4.270588235294118;17
weather;4.298305084745763;59
forecast;4.39375;16
alerts;4.478571428571429;14
downloader;4.274074074074075;27
player;4.217647058823531;51
gallery;4.276923076923077;13
g;4.177777777777778;9
status;4.344;25
read;4.363636363636362;22
we;4.3625;8
sky;4.066666666666666;6
microsoft;4.365217391304348;23
latest;4.3133333333333335;15
ad;4.1375;24
podcast;4.522222222222222;9
app:;4.366666666666667;9
fm;4.333333333333333;6
world;4.295454545454548;44
financial;4.154545454545454;11
times;4.314285714285714;14
ap;4.206060606060605;33
ac;3.5457142857142867;35
android™;4.177777777777779;9
air;3.5583333333333336;12
traffic;4.273913043478261;23
navigator;3.9800000000000004;10
route;4.066666666666667;6
speedometer;4.314285714285715;7
bus;4.200000000000001;11
transit;4.3125;8
santa;4.2444444444444445;9
rope;4.412499999999999;8
hero;4.335294117647059;17
legend;4.422222222222222;9
build;4.2375;8
stickman;4.171428571428572;7
be;4.292857142857142;28
soccer;4.321428571428571;28
line;4.353846153846153;13
disney;4.025;8
magic;4.450000000000001;16
cl;4.046666666666667;15
classifieds;4.266666666666667;6
craigslist;3.95;8
prank;3.838461538461538;13
ex;3.9449999999999976;40
driving;4.044827586206896;29
racer;4.3;6
force;4.355555555555556;9
how;4.050000000000001;14
all-in-one;4.45;6
l;4.085714285714287;7
m;4.080000000000001;10
recorder;4.211538461538462;26
lg;3.94375;16
guns;3.9818181818181815;11
multiplayer;4.35;10
o;4.216666666666666;12
q;3.9681818181818187;22
gun;4.255555555555555;27
shoot;4.1000000000000005;14
r;4.222222222222221;18
s;4.207692307692307;13
galaxy;4.261111111111111;18
theme,;4.5125;8
sim;4.170588235294118;17
at&t;3.7583333333333333;12
messages;4.091666666666668;12
digital;4.221052631578948;19
design;4.3;19
u;4.037931034482758;29
v;4.2857142857142865;21
grand;4.020000000000001;10
locker;4.376923076923078;13
control;3.8142857142857136;35
flashlight;4.404347826086956;23
x;4.317499999999998;40
casino;4.3999999999999995;13
slots;4.312499999999999;8
2016;4.1125;8
ultimate;4.377272727272728;22
z;4.111111111111112;27
heroes;4.419354838709677;31
cube;4.175;8
battle;4.314285714285715;21
survival;4.192857142857144;28
fps;4.295999999999999;25
light;4.475;12
ab;4.2913043478260855;23
core;4.433333333333334;6
abs;4.65;14
30;4.707142857142857;14
six;4.516666666666667;6
universal;2.9499999999999997;6
tv,;4.1;8
box;3.6666666666666665;9
content;4.133333333333333;6
internet;4.266666666666667;6
ae;4.120588235294119;34
basketball;4.366666666666666;6
arcade;4.2;6
master;4.342857142857144;14
up;4.107999999999999;25
blur;3.84;10
assistant;4.164285714285715;14
artificial;4.0;8
intelligence;4.125;8
ai;4.015999999999999;25
club;4.256250000000001;16
al;4.390476190476191;21
quran;4.72;20
audio;4.153846153846154;13
mp3;4.466666666666667;9
empire;4.2124999999999995;8
create;3.9;6
resume;4.275757575757575;33
builder;4.164000000000001;25
cv;4.192857142857143;42
templates;4.375;8
ao;4.133333333333333;6
gay;4.0181818181818185;11
body;3.8875;8
ar;3.8499999999999996;30
as;3.871428571428571;14
five;4.29375;16
nights;4.208695652173913;23
freddy's;4.375;8
pizzeria;3.9285714285714284;7
au;4.0;25
av;3.7800000000000002;20
antivirus;4.5307692307692315;13
aw;4.29;10
os;4.383333333333334;6
ax;4.357142857142857;7
az;4.009090909090909;22
plugin;3.962500000000001;8
a-z;4.011111111111111;9
bridge;3.5;6
turbo;4.025;8
bf;3.900000000000001;17
background;4.06;15
changer;3.9666666666666663;12
block;4.276666666666667;30
3d:;4.2555555555555555;9
out;4.454545454545454;11
tracking;4.425;8
bi;4.260000000000001;15
blackjack;4.285714285714286;7
dj;4.083333333333335;12
bo;3.9571428571428577;7
bp;3.5388888888888888;18
services;3.8125;8
br;4.141666666666667;12
vr;4.041176470588235;17
support;4.483333333333332;6
bt;4.063333333333334;30
notifier;4.062499999999999;8
battery;4.466666666666668;15
bu;4.423076923076922;13
care;4.2250000000000005;12
tiny;4.5125;8
emulator;4.08;10
fi;3.766666666666666;6
bz;4.181250000000001;16
reminder;4.527272727272727;11
ca;3.7642857142857147;14
lottery;3.9842105263157883;19
dmv;4.4222222222222225;9
cb;4.08;25
talkie;4.266666666666667;6
cd;4.375;8
chrome;4.316666666666666;6
strike;4.243749999999999;16
san;4.066666666666666;9
andreas;4.074999999999999;8
theft;4.1000000000000005;6
gangster;4.185714285714286;7
cm;4.391428571428572;35
ruler;4.1000000000000005;7
land;4.05;6
quest;4.377777777777776;18
crazy;4.1;9
tests;4.4222222222222225;9
co-op;3.772727272727273;11
iv;4.557142857142858;7
tools;4.222222222222222;9
cr;3.873076923076922;26
clash;4.440000000000001;20
stats;4.313333333333333;15
terrorist;4.116666666666667;6
assault;4.099999999999999;8
cs;4.13157894736842;19
sniper;4.242105263157895;19
attack;4.28;15
ct;4.246666666666668;30
curriculum;3.9333333333333336;6
vitae;3.9333333333333336;6
cy;4.4714285714285715;7
clean;4.514285714285714;7
dragon;4.424999999999999;24
cz;3.557142857142857;7
fc;4.417142857142857;35
league;4.223076923076923;13
de;4.166666666666666;15
word;4.461538461538462;13
castle;4.528571428571429;7
defense;4.255555555555556;9
pocket;4.339285714285714;28
effects;4.1875;8
download;4.240624999999999;32
4;4.299999999999999;17
advanced;3.6538461538461537;13
torrent;4.466666666666666;6
wizard;3.8499999999999996;8
list,;4.3999999999999995;8
task;4.42;10
viewer;3.988235294117647;17
it;4.370588235294117;17
not;4.144444444444445;9
adobe;4.233333333333333;9
dp;4.3199999999999985;35
dead;4.4;6
parking;4.183333333333333;18
simulation;4.45;8
dr;4.1;9
chess;4.266666666666666;15
hospital;4.0608695652173905;23
ds;3.739130434782608;23
saver;4.2625;8
du;4.303030303030302;33
dv;3.7130434782608703;23
dw;4.187500000000001;24
dx;4.297560975609756;41
lost;4.271428571428571;7
companion;3.5538461538461537;13
ninja;4.471428571428571;7
arena;4.4;7
perfect;4.422222222222222;9
plants;4.3;9
vs.;4.3;9
ec;4.352;25
la;4.311111111111111;9
horror;3.866666666666667;6
motocross;3.9;8
ei;4.0888888888888895;9
egg;3.472727272727273;11
office;4.218181818181819;11
salon;4.033333333333333;6
el;4.110526315789474;19
hold'em;4.05;8
poker;4.253846153846154;26
texas;4.259999999999998;20
holdem;4.430000000000001;10
en;4.3;6
words;4.433333333333334;12
masha;4.378571428571428;14
bear;4.244444444444444;9
jam;4.2625;8
bluetooth;4.05;6
climb;4.1;8
er;3.9571428571428555;42
surgery;3.9774193548387102;31
emergency;3.8833333333333324;24
es;4.272972972972972;37
themes;4.28;10
htc;3.8434782608695643;23
sense;3.8333333333333335;12
input;4.0;9
et;4.3181818181818175;11
india;4.485714285714286;7
interior;4.3428571428571425;7
water;4.325;8
ez;3.7800000000000002;35
barcelona;4.523076923076923;13
fd;4.217391304347828;23
talking;4.292307692307693;26
dog;4.554545454545454;11
fly;3.8333333333333335;6
wi-fi;3.9681818181818187;22
connect;4.053333333333333;15
cruiser;4.166666666666666;6
4x4;4.1;8
results;4.0285714285714285;14
elite;4.1;8
fingerprint;4.216666666666666;6
quiz;4.106249999999999;16
global;4.042857142857143;7
strategy;4.4142857142857155;7
fr;4.371428571428572;14
cam;3.5529411764705876;17
girls;4.389285714285714;28
numbers;4.1;7
girl;3.814285714285714;7
board;4.528571428571429;7
diabetes;4.5875;8
buddy;4.2;12
emt;4.185714285714286;7
medical;4.685714285714286;7
pressure;4.206666666666668;30
prep;4.113636363636364;22
review;4.466666666666667;6
handbook;3.9500000000000006;6
manual;3.9428571428571426;7
hearing;4.242857142857143;7
restaurants;4.1;9
cardi;4.216666666666666;6
b;4.195;20
tutorial;4.425;8
get;4.009090909090909;11
state;4.142857142857143;7
j;4.1375;8
bts;4.766666666666667;6
kpop;4.583333333333333;6
k;4.44;10
universe;4.250000000000001;6
p;4.291666666666665;24
icon;4.625;20
t;4.2375;8
don't;4.1375;8
angry;4.345833333333333;24
sound;4.214285714285715;14
generator;4.171428571428572;7
(ad;4.328571428571428;7
af;3.828571428571429;7
hindi;4.250000000000001;6
effect;3.999999999999999;8
ag;4.16190476190476;21
ah;3.7615384615384615;13
filter;4.2;15
aj;4.550000000000001;18
animal;4.33;10
shooting;4.368421052631581;19
ak-47;3.728571428571428;7
ak;4.2700000000000005;10
alabama;4.416666666666667;6
rich;3.942857142857142;21
access;3.611111111111111;9
point;3.9624999999999995;8
european;4.075;8
practice;4.500000000000001;20
flashcards;4.473684210526317;19
paint;4.109090909090909;11
aw-7;4.071428571428572;7
1;4.3090909090909095;11
axe;4.3538461538461535;13
ay;4.4375;8
arizona;4.2;7
questions;4.583333333333333;6
ba;4.029999999999999;20
instant;4.3500000000000005;6
bc;3.8259259259259264;27
pizza;4.1000000000000005;6
bd;4.252631578947369;38
like;4.3100000000000005;10
me;4.275000000000001;12
bill;3.7909090909090906;11
tool;3.7833333333333328;12
bg;3.8699999999999988;20
backup;4.414285714285714;7
bh;4.058333333333333;12
bj;4.045454545454546;11
bk;4.761111111111111;18
murli;4.733333333333333;6
hungry;4.228571428571428;7
bl;4.25263157894737;19
basket;4.183333333333333;6
bm;4.046153846153847;13
pharmacy;3.816666666666667;6
bn;3.9800000000000013;25
legacy;4.11;10
high;4.111111111111111;9
bs;4.138461538461538;13
edition;4.38125;16
church;4.871428571428572;7
university;3.9;6
library;4.111111111111111;9
bv;4.483333333333334;6
bw;3.8210526315789477;19
bitcoin;3.8857142857142852;7
bx;4.109090909090909;11
park;4.177777777777777;9
diy;4.271428571428571;7
craft;4.199999999999999;9
ce;4.382352941176469;17
volvo;4.466666666666666;6
cf;3.8600000000000003;15
cg;4.215151515151514;33
fit;3.816666666666667;6
amazing;4.316666666666667;6
pictures;4.4625;8
share;4.3571428571428585;14
check;3.7375;8
ci;4.031249999999998;16
ck;4.272727272727274;11
co;3.983333333333334;12
checker;3.2125;8
permit;4.533333333333334;9
cp;4.160714285714286;28
cu;3.853846153846153;26
tech;3.716666666666667;6
morse;4.373333333333334;15
cw;3.9095238095238094;21
cx;4.276923076923076;13
db;3.967741935483869;31
amino;4.8;9
df;4.485714285714285;7
dg;3.8761904761904757;21
dh;3.5833333333333326;6
dk;3.9823529411764698;17
dm;3.5238095238095237;21
dn;4.211111111111111;9
fb;4.127777777777777;18
dt;3.435714285714286;14
2019;4.219999999999999;10
client;3.6666666666666665;6
service;3.9857142857142853;14
dz;4.342857142857143;21
eb;3.9923076923076923;13
ef;3.8115384615384613;26
eg;3.8777777777777778;9
eh;3.8666666666666667;6
ek;4.695833333333335;24
songs;4.51111111111111;9
em;4.074999999999999;8
eo;4.05;6
ep;4.191666666666667;12
eu;3.933333333333334;18
ev;3.6772727272727264;22
charging;3.85;10
ey;4.0076923076923086;13
fa;4.033333333333332;6
fcu;4.1499999999999995;6
fe;3.9812499999999997;16
fh;4.388888888888888;9
16;4.45;6
analyzer;4.233333333333333;6
fj;4.333333333333333;6
final;4.3500000000000005;6
,;4.4750000000000005;8
fk;4.425;8
fl;4.278260869565217;23
florida;3.9972972972972967;37
fn;4.01;10
fp;4.025;12
modern;4.158333333333334;12
write;4.316666666666667;6
maps,;4.225000000000001;8
visual;4.033333333333334;6
hot;4.222222222222222;9
languages;4.489655172413794;29
grammar;4.685714285714285;7
vocabulary;4.4444444444444455;9
classroom;3.8000000000000003;6
motorola;4.0;8
hbo;3.8666666666666667;6
fox;4.084615384615384;13
usa;4.271428571428572;7
lose;4.571428571428571;7
track;4.21;10
plans;4.514285714285713;7
gift;4.171428571428572;7
solitaire;4.516666666666667;6
temple;4.333333333333333;9
catchers;4.7;6
blast;4.523076923076923;13
rider;4.2;7
bomb;4.116666666666667;6
road;4.3100000000000005;10
stars;4.35;6
link;4.166666666666667;6
last;4.45;6
sweet;4.383333333333333;12
saga;4.405000000000001;20
piano;4.2;7
off;4.244444444444444;9
dream;4.266666666666667;6
random;4.15;8
special;4.366666666666666;6
cards,;4.5;6
wallet;4.211111111111111;9
barcode;4.05;6
qr;4.1000000000000005;8
editor,;4.466666666666666;9
image;4.163636363636363;11
mx;4.314285714285715;7
square;4.375;8
studio;4.15;6
espn;4.127272727272728;11
scores;4.405263157894737;19
fifa;4.199999999999999;6
skyscanner;4.433333333333334;6
booking;4.1625;8
shopping,;4.466666666666666;6
asus;4.4;7
files;4.3125;8
hotspot;4.1499999999999995;10
applock;4.458333333333334;12
beta;4.237500000000001;8
tasks;4.571428571428571;7
management;3.883333333333333;6
opera;4.45;8
transfer;4.361538461538462;13
ops;4.1;6
tom;4.438461538461538;13
zombies;4.374999999999999;12
star;4.33;10
evolution;4.140000000000001;10
academy;4.475;12
2:;4.1499999999999995;8
free:;4.157142857142857;7
dice;4.285714285714286;7
deck;4.028571428571429;7
nfl;4.316666666666666;6
escape;4.0;6
vegas;4.466666666666668;6
fight;4.444444444444445;9
);4.357142857142857;7
hair;4.333333333333333;6
commando;4.214285714285714;7
kick;4.1571428571428575;7
interracial;3.8428571428571425;7
talk;4.618181818181818;11
sat;4.216666666666666;6
lab;3.9249999999999994;8
human;4.466666666666665;9
programs;4.385714285714286;7
vs;4.1125;8
fans;4.616666666666666;6
case;4.033333333333333;6
9.0;4.0;7
emui;4.116666666666666;6
profile;4.358333333333334;12
telegram;4.3;9
combat;4.233333333333333;6
ad-free;4.471428571428571;7
hunt;4.385714285714285;7
(;4.357142857142857;7
burger;3.933333333333334;9
cj;3.8928571428571432;14
anywhere;3.675;8
ham;4.37;10
cs:go;3.9266666666666663;15
cyprus;4.0;7
tn;3.8;8
belt;4.466666666666666;6
who;4.366666666666666;9
goal;4.3500000000000005;6
8;4.388888888888889;9
imo;4.3;6
uc;4.45;6
duolingo:;4.700000000000001;7
angela;4.3;6
roblox;4.5;9
slither.io;4.3999999999999995;6
helix;4.1571428571428575;7
